,Book,Chapter,Start Verse,End Verse,Summary
2451,PSA,14,1,3,David describes a natural man.
2452,PSA,14,4,6,He convinces the wicked by the light of their conscience.
2453,PSA,14,7.,7,He glories in the salvation of God.
2454,PSA,15,1,5,David describes a citizen of Zion.
2455,PSA,16,1,4,"David, in distrust of merits, and hatred of idolatry, flees to God for preservation."
2456,PSA,16,5,11,"He shews the hope of his calling, of the resurrection, and life everlasting."
2457,PSA,17,1,9,"David, in confidence of his integrity, craves defence of God against his enemies."
2458,PSA,17,10,12,"He shews their pride, craft, and eagerness."
2459,PSA,17,13,15,He prays against them in confidence of his hope.
2460,PSA,18,1,50,David praises God for his manifold and marvellous blessings.
2461,PSA,19,1,6,The creatures shew God's glory.
2462,PSA,19,7,11,The excellency of the divine law.
2463,PSA,19,12,14,David prays for grace.
2464,PSA,20,1,6,The church blesses the king in his exploits;
2465,PSA,20,7,9,and expresses her confidence in God's succour.
2466,PSA,21,1,6,A thanksgiving for victory;
2467,PSA,21,7,13,with confidence of further success.
2468,PSA,22,1,8,David complains in great discouragement.
2469,PSA,22,9,22,He prays in great distress.
2470,PSA,22,23,31,He praises God.
2471,PSA,23,1,6,David's confidence in God's grace.
2472,PSA,24,1,2,God's lordship in the world.
2473,PSA,24,3,6,The citizens of his spiritual kingdom.
2474,PSA,24,7,10,An exhortation to receive him.
2475,PSA,25,1,6,David's confidence in prayer.
2476,PSA,25,7,15,He prays for remission of sins;
2477,PSA,25,16,22,and for help in affliction.
2478,PSA,26,1,12,David resorts to God in confidence of his integrity.
2479,PSA,27,1,14,David sustains his faith by prayer.
2480,PSA,28,1,5,David prays earnestly against his enemies;
2481,PSA,28,6,9,and for the people.
2482,PSA,29,1,2,David exhorts princes to give glory to God;
2483,PSA,29,3,10,by reason of his power;
2484,PSA,29,11.,11,and protection of his people.
2485,PSA,30,1,3,David praises God for his deliverance.
2486,PSA,30,4,12,He exhorts others to praise him by example of God's dealings with him.
2487,PSA,31,1,6,"David, shewing his confidence in God, craves his help."
2488,PSA,31,7,8,He rejoices in his mercy.
2489,PSA,31,9,18,He prays in his calamity.
2490,PSA,31,19,24,He praises God for his goodness.
2491,PSA,32,1,2,Blessedness consists in remission of sins.
2492,PSA,32,3,7,Confession of sins gives ease to the conscience.
2493,PSA,32,8,11,God's promises bring joy.
2494,PSA,33,1,5,God is to be praised for his goodness;
2495,PSA,33,6,11,for his power;
2496,PSA,33,12,19,and for his providence.
2497,PSA,33,20,22,Confidence is to be placed in God.
2498,PSA,34,1,7,"David praises God, and exhorts others thereto by his experience."
2499,PSA,34,8,10,They are blessed that trust in God.
2500,PSA,34,11,14,He exhorts to the fear of God.
2501,PSA,34,15,22,The privileges of the righteous.
2502,PSA,35,1,10,"David prays for his own safety, and his enemies confusion."
2503,PSA,35,11,21,He complains of their wrongful dealing.
2504,PSA,35,22,28,Thereby he incites God against them.
2505,PSA,36,1,7,The grievous estate of the wicked.
2506,PSA,36,8,9,The excellency of God's mercy.
2507,PSA,36,10,12,David prays for favour to God's children.
2508,PSA,37,1,40,"David persuades to patience and confidence in God, by the different estate of the godly and the wicked."
2509,PSA,38,1,22,David moves God to take compassion on his pitiful case.
2510,PSA,39,1,3,David's care of this thoughts.
2511,PSA,39,4,6,The consideration of the brevity and vanity of life;
2512,PSA,39,7,9,"the reverence of God's judgments,"
2513,PSA,39,10,13,"and prayer, are his bridles of impatience."
2514,PSA,40,1,5,The benefit of confidence in God.
2515,PSA,40,6,10,Obedience is the best sacrifice.
2516,PSA,40,11,17,The sense of David's evils inflames his prayer.
2517,PSA,41,1,3,The recompence of the charitable.
2518,PSA,41,4,9,David complains of his enemies' treachery.
2519,PSA,41,10,13,He flees to God for succour.
2520,PSA,42,1,4,David's zeal to serve God in the temple.
2521,PSA,42,5,11,He encourages his soul to trust in God.
2522,PSA,43,1,4,"David, praying to be restored to the temple, promises to serve God joyfully."
2523,PSA,43,5.,5,He encourages his soul to trust in God.
2524,PSA,44,1,6,"The church, in memory of former favours,"
2525,PSA,44,7,16,complains of her present evils.
2526,PSA,44,17,23,"Professing her integrity,"
2527,PSA,44,24,26,she fervently prays for succour.
2528,PSA,45,1,9,The majesty and grace of Christ's kingdom.
2529,PSA,45,10,17,"The duty of the church, and the benefits thereof."
2530,PSA,46,1,7,The confidence which the church has in God.
2531,PSA,46,8,11,An exhortation to behold it.
2532,PSA,47,1,9,The nations are exhorted cheerfully to entertain the kingdom of Christ.
2533,PSA,48,1,14,The ornaments and privileges of the church.
2534,PSA,49,1,15,"An earnest persuasion to build the faith of resurrection, not on worldly power, but on God."
2535,PSA,49,16,20,Worldly prosperity is not to be admired.
2536,PSA,50,1,4,The majesty of God in the church.
2537,PSA,50,5,6,His order to gather his saints.
2538,PSA,50,7,13,"The pleasure of God is not in ceremonies,"
2539,PSA,50,14,23,but in sincerity of obedience.
2540,PSA,51,1,5,"David prays for remission of sins, whereof he makes a deep confession."
2541,PSA,51,6,15,He prays for sanctification.
2542,PSA,51,16,17,"God delights not in sacrifice, but in sincerity."
2543,PSA,51,18,19,He prays for the church.
2544,PSA,52,1,5,"David, condemning the spitefulness of Doeg, prophesies his destruction."
2545,PSA,52,6,7,The righteous shall rejoice at it.
2546,PSA,52,8,9,"David, upon his confidence in God's mercy, gives thanks."
2547,PSA,53,1,3,David describes the corruption of a natural man.
2548,PSA,53,4,5,He convinces the wicked by the light of their own conscience.
2549,PSA,53,6.,6,He glories in the salvation of God.
2550,PSA,54,1,3,"David, complaining of the Ziphims, prays for salvation."
2551,PSA,54,4,7,Upon his confidence in God's help he promises sacrifice.
2552,PSA,55,1,8,David in his prayer complains of his fearful case.
2553,PSA,55,9,15,"He prays against his enemies, of whose wickedness and treachery he complains."
2554,PSA,55,16,23,"He comforts himself in God's preservation of him, and confusion of his enemies."
2555,PSA,56,1,8,"David, praying to God in confidence of his word, complains of his enemies."
2556,PSA,56,9,13,"He professes his confidence in God's word, and promises to praise him."
2557,PSA,57,1,6,"David in prayer fleeing unto God, complains of his dangerous case."
2558,PSA,57,7,11,He encourages himself to praise God.
2559,PSA,58,1,2,David reproves wicked judges;
2560,PSA,58,3,5,describes the nature of the wicked;
2561,PSA,58,6,9,devotes them to God's judgments;
2562,PSA,58,10,11,whereat the righteous shall rejoice.
2563,PSA,59,1,5,David prays to be delivered from his enemies.
2564,PSA,59,6,7,He complains of their cruelty.
2565,PSA,59,8,10,He trusts in God.
2566,PSA,59,11,15,He prays against them.
2567,PSA,59,16,17,He praises God.
2568,PSA,60,1,3,"David, complaining to God of former judgment,"
2569,PSA,60,4,5,"now upon better hope, prays for deliverance."
2570,PSA,60,6,12,"Comforting himself in God's promises, he craves that help whereon he trusts."
2571,PSA,61,1,3,David flees to God upon his former experience.
2572,PSA,61,4,8,"He vows perpetual service unto him, because of his promises."
2573,PSA,62,1,4,"David, professing his confidence in God, discourages his enemies."
2574,PSA,62,5,8,In the same confidence he encourages the godly.
2575,PSA,62,9,10,No trust is to be put in worldly things.
2576,PSA,62,11,12,Power and mercy belong to God.
2577,PSA,63,1,3,David's thirst for God.
2578,PSA,63,4,8,His manner of blessing God.
2579,PSA,63,9,11,"His confidence of his enemies' destruction, and his own safety."
2580,PSA,64,1,6,"David prays for deliverance, complaining of his enemies."
2581,PSA,64,7,10,"He promises himself to see such an evident destruction of his enemies, as the righteous shall rejoice at it."
2582,PSA,65,1,3,David praises God for his grace.
2583,PSA,65,4,13,The blessedness of God's chosen by reason of benefits.
2584,PSA,66,1,4,David exhorts to praise God;
2585,PSA,66,5,7,to observe his great works;
2586,PSA,66,8,11,to bless him for his gracious benefits.
2587,PSA,66,12,15,He vows for himself religious service to God.
2588,PSA,66,16,20,He declares God's special goodness to himself.
2589,PSA,67,1,2,A prayer for the enlargement of God's kingdom;
2590,PSA,67,3,5,to the joy of the people;
2591,PSA,67,6,7,and the increase of God's blessings.
2592,PSA,68,1,3,A prayer at the removing of the ark.
2593,PSA,68,4,6,An exhortation to praise God for his mercies;
2594,PSA,68,7,18,for his care of the church;
2595,PSA,68,19,35,for his great works.
2596,PSA,69,1,12,David complains of his affliction.
2597,PSA,69,13,21,He prays for deliverance.
2598,PSA,69,22,29,He devotes his enemies to destruction.
2599,PSA,69,30,36,He praises God with thanksgiving.
2600,PSA,70,1,5,"David solicits God to the speedy destruction of the wicked, and preservation of the godly."
2601,PSA,71,1,13,"David, in confidence of faith, and experience of God's favour, prays both for himself, and against the enemies of his soul."
2602,PSA,71,14,16,He promises constancy.
2603,PSA,71,17,18,He prays for perseverance.
2604,PSA,71,19,24,"He praises God, and promises to do it cheerfully."
2605,PSA,72,1,17,"David, praying for Solomon, shews the goodness and glory of his kingdom, and in type of Christ's kingdom"
2606,PSA,72,18,20,He blesses God.
2607,PSA,73,1.,1,"The prophet, prevailing in a temptation,"
2608,PSA,73,2,12,"shews the occasion thereof, the prosperity of the wicked;"
2609,PSA,73,13,14,"the wound given thereby, diffidence;"
2610,PSA,73,15,28,"the victory over it, knowledge of God's purpose, in destroying the wicked, and sustaining the righteous."
2611,PSA,74,1,9,The prophet complains of the desolation of the sanctuary.
2612,PSA,74,10,17,He moves God to help in consideration of his power;
2613,PSA,74,18,23,"of his reproachful enemies, of his children, and of his covenant."
2614,PSA,75,1.,1,The prophet praises God.
2615,PSA,75,2,3,He promises to judge uprightly.
2616,PSA,75,4,8,He rebukes the proud by consideration of God's providence.
2617,PSA,75,9,10,"He praises God, and promises to execute justice."
2618,PSA,76,1,10,A declaration of God's majesty in the church.
2619,PSA,76,11,12,An exhortation to serve him reverently.
2620,PSA,77,1,9,The psalmist shews what fierce combat he had with diffidence.
2621,PSA,77,10,20,The victory which he had by consideration of God's great and gracious works.
2622,PSA,78,1,8,"An exhortation both to learn and to preach, the law of God."
2623,PSA,78,9,66,The story of God's wrath against the incredulous and disobedient.
2624,PSA,78,67,72,"The Israelites being rejected, God chose Judah, Zion, and David."
2625,PSA,79,1,7,The psalmist complains of the desolation of Jerusalem.
2626,PSA,79,8,12,He prays for deliverance;
2627,PSA,79,13.,13,and promises thankfulness.
2628,PSA,80,1,7,The psalmist in his prayer complains of the miseries of the church.
2629,PSA,80,8,13,God's former favours are turned into judgments.
2630,PSA,80,14,19,He prays for deliverance.
2631,PSA,81,1,3,An exhortation to a solemn praising of God.
2632,PSA,81,4,7,God challenges that duty by reason of his benefits.
2633,PSA,81,8,16,"God, exhorting to obedience, complains of their disobedience, which proves their own hurt."
2634,PSA,82,1,4,"The psalmist, having exhorted the judges,"
2635,PSA,82,5,7,"and reproved their negligence,"
2636,PSA,82,8.,8,prays God to judge.
2637,PSA,83,1,8,A complaint to God of the enemies' conspiracies.
2638,PSA,83,9,18,A prayer against them that oppress the Church.
2639,PSA,84,1,3,"The prophet, longing for the communion of the sanctuary,"
2640,PSA,84,4,7,shews how blessed they are that dwell therein.
2641,PSA,84,8,12,He prays to be restored unto it.
2642,PSA,85,1,7,"The Psalmist, out of the experience of former mercies, prays for the continuance thereof."
2643,PSA,85,8,13,"He promises to wait thereon, out of confidence of God's goodness."
2644,PSA,86,1,4,David strengthens his prayer by the consciousness of his religion;
2645,PSA,86,5,10,by the goodness and power of God.
2646,PSA,86,11,13,He desires the continuance of former grace.
2647,PSA,86,14,17,"Complaining of the proud, he craves some token of God's goodness."
2648,PSA,87,1,3,The nature and glory of the church.
2649,PSA,87,4,7,"The increase, honour, and comfort of the members thereof."
2650,PSA,88,1,18,A prayer containing a grievous complaint.
2651,PSA,89,1,4,The psalmist praises God for his covenant;
2652,PSA,89,5,14,for his wonderful power;
2653,PSA,89,15,18,for the care of his church;
2654,PSA,89,19,37,for his favour to the kingdom of David.
2655,PSA,89,38,45,"Then complaining of contrary events,"
2656,PSA,89,46,52,"he expostulates, prays, and blesses God."
2657,PSA,90,1,2,"Moses, setting forth God's providence."
2658,PSA,90,3,6,"complains of human fragility,"
2659,PSA,90,7,9,"divine chastisements,"
2660,PSA,90,10,11,and brevity of life.
2661,PSA,90,12,17,He prays for the knowledge and sensible experience of God's good providence.
2662,PSA,91,1,2,The state of the godly.
2663,PSA,91,3,8,Their safety.
2664,PSA,91,9,10,Their habitation.
2665,PSA,91,11,13,Their servants.
2666,PSA,91,14,16,Their friend; with the effects of them all.
2667,PSA,92,1,3,"The prophet exhorts to praise God,"
2668,PSA,92,4,5,for his great works;
2669,PSA,92,6,9,for his judgments on the wicked;
2670,PSA,92,10,15,and for his goodness to the godly.
2671,PSA,93,1,5,"The majesty, stability, power, and holiness of Christ's kingdom."
2672,PSA,94,1,7,"The prophet, calling for justice, complains of tyranny and impiety."
2673,PSA,94,8,11,He teaches God's providence.
2674,PSA,94,12,15,He shews the blessedness of affliction.
2675,PSA,94,16,23,God is the defender of the afflicted.
2676,PSA,95,1,2,"An exhortation to praise God,"
2677,PSA,95,3,5,for his greatness;
2678,PSA,95,6,7,and for his goodness;
2679,PSA,95,8,11,and not to tempt him.
2680,PSA,96,1,3,"An exhortation to praise God,"
2681,PSA,96,4,7,for his greatness;
2682,PSA,96,8,10,for his kingdom;
2683,PSA,96,11,13,for his general judgment.
2684,PSA,97,1,6,The majesty of God's kingdom.
2685,PSA,97,7,9,The church rejoices at God's judgments upon idolaters.
2686,PSA,97,10,12,An exhortation to godliness and gladness.
2687,PSA,98,1,3,"The psalmist exhorts the Jews,"
2688,PSA,98,4,6,"the Gentiles,"
2689,PSA,98,7,9,"and all the creatures, to praise God."
2690,PSA,99,1,4,"The prophet, setting forth the kingdom of God in Zion,"
2691,PSA,99,5,9,"exhorts all, by the example of their forefathers, to worship God at his holy hill."
2692,PSA,100,1,2,"An exhortation to praise God, cheerfully,"
2693,PSA,100,3.,3,for his greatness;
2694,PSA,100,4,5,and for his power.
2695,PSA,101,1,8,David makes a vow and profession of godliness.
2696,PSA,102,1,11,The prophet in his prayer makes a grievous complaint.
2697,PSA,102,12,17,"He takes comfort in the eternity, and mercy of God."
2698,PSA,102,18,22,The mercies of God are to be recorded.
2699,PSA,102,23,28,He sustains his weakness by the unchangeableness of God.
2700,PSA,103,1,14,"An exhortation to bless God for his mercy,"
2701,PSA,103,15,22,and for the constancy thereof.
2702,PSA,104,1,6,"A meditation upon the mighty power,"
2703,PSA,104,7,30,and wonderful providence of God.
2704,PSA,104,31,32,God's glory is eternal.
2705,PSA,104,33,35,The prophet vows perpetually to praise God.
2706,PSA,105,1,6,"An exhortation to praise God, and to seek out his works."
2707,PSA,105,7,15,The story of God's providence over Abraham;
2708,PSA,105,16,22,over Joseph;
2709,PSA,105,23,25,over Jacob in Egypt;
2710,PSA,105,26,36,over Moses delivering the Israelites;
2711,PSA,105,37,45,"over the Israelites brought out of Egypt, fed in the wilderness, and planted in Canaan."
2712,PSA,106,1,3,The psalmist exhorts to praise God.
2713,PSA,106,4,6,"He prays for pardon of sin, as God pardoned the fathers."
2714,PSA,106,7,46,"The story of the people's rebellion, and God's mercy."
2715,PSA,106,47,48,He concludes with prayer and praise.
2716,PSA,107,1,3,"The psalmist exhorts the redeemed, in praising God, to observe his manifold providence,"
2717,PSA,107,4,9,over travellers;
2718,PSA,107,10,16,over captives;
2719,PSA,107,17,22,over sick men;
2720,PSA,107,23,32,over seamen;
2721,PSA,107,33,43,and in divers varieties of life.
2722,PSA,108,1,4,David encourages himself to praise God.
2723,PSA,108,5,10,He prays for God's assistance according to his promise.
2724,PSA,108,11,13,His confidence in God's help.
2725,PSA,109,1,15,"David, complaining of his slanderous enemies, under the person of Judas devotes them."
2726,PSA,109,16,20,He shews their sin.
2727,PSA,109,21,28,"Complaining of his own misery, he prays for help."
2728,PSA,109,29,31,He promises thankfulness.
2729,PSA,110,1,3,The kingdom;
2730,PSA,110,4.,4,the priesthood;
2731,PSA,110,5,6,the conquest;
2732,PSA,110,7.,7,and the passion of Christ.
2733,PSA,111,1,4,"The psalmist by his example incites others to praise God for his glorious,"
2734,PSA,111,5,9,and gracious works.
2735,PSA,111,10.,10,The fear of God breeds true wisdom.
2736,PSA,112,1,3,"Godliness has the promises of this life,"
2737,PSA,112,4,9,and of the life to come.
2738,PSA,112,10.,10,The prosperity of the godly shall be an eyesore to the wicked.
2739,PSA,113,1,5,An exhortation to praise God for his excellency;
2740,PSA,113,6,9,for his mercy.
2741,PSA,114,1,8,"The miracles wrought by God, when he brought his people out of Egypt, are a just ground of fearing him."
2742,PSA,115,1,3,"Because God is truly glorious,"
2743,PSA,115,4,8,"and idols are vanity,"
2744,PSA,115,9,11,he exhorts to confidence in God.
2745,PSA,115,12,18,God is to be blessed for his blessings.
2746,PSA,116,1,11,The psalmist professes his love and duty to God for his deliverance.
2747,PSA,116,12,19,He studies to be thankful.
2748,PSA,117,1,2,An exhortation to praise God for his mercy and truth.
2749,PSA,118,1,4,An exhortation to praise God for his mercy.
2750,PSA,118,5,18,The psalmist by his experience shews how good it is to trust in God.
2751,PSA,118,19,29,Under the type of the psalmist the coming of Christ in his kingdom is expressed.
2752,PSA,119,1,176,"This psalm contains sundry prayers, praises, and professions of obedience."
2753,PSA,120,1,2,David prays against Doeg;
2754,PSA,120,3,4,reproves his tongue;
2755,PSA,120,5,7,complains of his necessary conversation with the wicked.
2756,PSA,121,1,8,"The great safety of the godly, who put their trust in God's protection."
2757,PSA,122,1,5,David professes his joy for the church;
2758,PSA,122,6,9,and prays for the peace thereof.
2759,PSA,123,1,2,The godly profess their confidence in God;
2760,PSA,123,3,4,and pray to be delivered from contempt.
2761,PSA,124,1,8,The church blesses God for a miraculous deliverance.
2762,PSA,125,1,3,The safety of such as trust in God.
2763,PSA,125,4,5,"A prayer for the godly, and against the wicked."
2764,PSA,126,1,3,"The church, celebrating her incredible return out of captivity,"
2765,PSA,126,4,6,"prays for, and prophesies the good success thereof."
2766,PSA,127,1,2,The virtue of God's blessing.
2767,PSA,127,3,5,Good children are his gift.
2768,PSA,128,1,6,The sundry blessings which follow them that fear God.
2769,PSA,129,1,4,An exhortation to praise God for saving Israel in their great afflictions.
2770,PSA,129,5,8,The haters of the church are cursed.
2771,PSA,130,1,4,The psalmist professes his hope in prayer;
2772,PSA,130,5,6,and his patience in hope.
2773,PSA,130,7,8,He exhorts Israel to trust in God.
2774,PSA,131,1,2,"David, professing his humility,"
2775,PSA,131,3.,3,exhorts Israel to trust in God.
2776,PSA,132,1,7,David in his prayer commends unto God the religious care he had for the ark.
2777,PSA,132,8,10,His prayer at the removing of the ark;
2778,PSA,132,11,18,with a repetition of God's promises.
2779,PSA,133,1,3,The blessedness of unity among brethren.
2780,PSA,134,1,3,An exhortation to bless God.
2781,PSA,135,1,4,An exhortation to praise God for his mercy;
2782,PSA,135,5,7,for his power;
2783,PSA,135,8,14,for his judgments.
2784,PSA,135,15,18,The vanity of idols.
2785,PSA,135,19,21,An exhortation to bless God.
2786,PSA,136,1,26,An exhortation to give thanks to God for particular mercies.
2787,PSA,137,1,6,The constancy of the Jews in captivity.
2788,PSA,137,7,9,The prophet curses Edom and Babel.
2789,PSA,138,1,3,David praises God for the truth of his word.
2790,PSA,138,4,6,He prophesies that the kings of the earth shall praise God.
2791,PSA,138,7,8,He professes his confidence in God.
2792,PSA,139,1,16,David praises God for his all-seeing providence;
2793,PSA,139,17,18,and for his infinite mercies.
2794,PSA,139,19,22,He defies the wicked.
2795,PSA,139,23,24,He prays for sincerity.
2796,PSA,140,1,7,David prays to be delivered from Saul and Doeg.
2797,PSA,140,8,11,He prays against them.
2798,PSA,140,12,13,He comforts himself by confidence in God.
2799,PSA,141,1,2,David prays that his suit may be acceptable;
2800,PSA,141,3,6,his conscience sincere;
2801,PSA,141,7,10,and his life free from snares.
2802,PSA,142,1,7,David shews that in his trouble all his comfort was in prayer unto God.
2803,PSA,143,1,2,David prays for favour in judgment.
2804,PSA,143,3,4,He complains of his griefs.
2805,PSA,143,5,6,He strengthens his faith by meditation and prayer.
2806,PSA,143,7,8,He prays for grace;
2807,PSA,143,9.,9,for deliverance;
2808,PSA,143,10,11,for sanctification;
2809,PSA,143,12.,12,for destruction of his enemies;
2810,PSA,144,1,4,David blesses God for his mercy both to him and to man.
2811,PSA,144,5,8,He prays that God would powerfully deliver him from his enemies.
2812,PSA,144,9,10,He promises to praise God.
2813,PSA,144,11,15,He prays for the happy state of the kingdom.
2814,PSA,145,1,7,David praises God for his fame;
2815,PSA,145,8,10,for his goodness;
2816,PSA,145,11,13,for his kingdom;
2817,PSA,145,14,16,for his providence;
2818,PSA,145,17,21,"for his justice, holiness, and saving mercy."
2819,PSA,146,1,2,The Psalmist vows perpetual praises to God.
2820,PSA,146,3,4,He exhorts not to trust in man.
2821,PSA,146,5,10,"God, for his power, justice, mercy, and kingdom, is only worthy to be trusted."
2822,PSA,147,1,3,The prophet exhorts to praise God for his care of the church;
2823,PSA,147,4,5,his power and wisdom;
2824,PSA,147,6.,6,his mercy;
2825,PSA,147,7,11,his providence;
2826,PSA,147,12,14,to praise him for his blessings upon the kingdom;
2827,PSA,147,15,18,for his power over the elements;
2828,PSA,147,19,20,and for his ordinances in the church.
2829,PSA,148,1,6,"The psalmist exhorts the celestial,"
2830,PSA,148,7,10,"the terrestrial,"
2831,PSA,148,11,14,and the rational creatures to praise God.
2832,PSA,149,1,4,The prophet exhorts to praise God for his love to the church;
2833,PSA,149,5,9,and for that power which he has given to the church.
2834,PSA,150,1,2,An exhortation to praise God;
2835,PSA,150,3,6,with all kinds of instruments.
2836,PRO,1,1,6,The use of the proverbs.
2837,PRO,1,7,9,"An exhortation to fear God, and believe his word;"
2838,PRO,1,10,19,to avoid the enticings of sinners.
2839,PRO,1,20,23,Wisdom complains of her contempt.
2840,PRO,1,24,33,She threatens her contemners.
2841,PRO,2,1,9,Wisdom promises godliness to her children;
2842,PRO,2,10,19,and safety from evil company;
2843,PRO,2,20,22,and direction in good ways.
2844,PRO,3,1,12,Sundry exhortations.
2845,PRO,3,13,26,The gain of wisdom.
2846,PRO,3,27,32,"Exhortation to beneficence, etc."
2847,PRO,3,33,35,The different state of the wicked and upright.
2848,PRO,4,1,13,"Solomon persuades to wisdom,"
2849,PRO,4,14,19,and to shun wickedness.
2850,PRO,4,20,27,He exhorts to sanctification.
2851,PRO,5,1,2,Solomon exhorts to wisdom.
2852,PRO,5,3,14,He shews the mischief of whoredom and riot.
2853,PRO,5,15,21,"He exhorts to contentedness, liberality, and chastity."
2854,PRO,5,22,23,The wicked are overtaken with their own sins.
2855,PRO,6,1,5,Against suretyship;
2856,PRO,6,6,11,idleness;
2857,PRO,6,12,15,and mischievousness.
2858,PRO,6,16,19,Seven things hateful to God.
2859,PRO,6,20,24,The blessings of obedience.
2860,PRO,6,25,35,The mischiefs of whoredom.
2861,PRO,7,1,5,Solomon persuades to a sincere and kind familiarity with wisdom.
2862,PRO,7,6,9,"In an example of his own experience, he shews,"
2863,PRO,7,10,21,the cunning of a harlot;
2864,PRO,7,22,23,and the desperate simplicity of a young wanton.
2865,PRO,7,24,27,He dehorteth from such wickedness.
2866,PRO,8,1,5,"The fame,"
2867,PRO,8,6,9,and evidence of wisdom.
2868,PRO,8,10,11,"The excellency,"
2869,PRO,8,12,14,"the nature,"
2870,PRO,8,15,17,"the power,"
2871,PRO,8,18,21,"the riches,"
2872,PRO,8,22,31,and the eternity of wisdom.
2873,PRO,8,32,36,Wisdom is to be desired for the blessedness it brings.
2874,PRO,9,1,3,"The discipline,"
2875,PRO,9,4,12,and doctrine of wisdom.
2876,PRO,9,13,15,"The custom,"
2877,PRO,9,16,18,and error of folly.
2878,PRO,10,1,32,"From this chapter through the 24th are sundry observations of moral virtues, and their contrary vices."
2879,PRO,11,1,31,Continued.
2880,PRO,12,1,28,Continued.
2881,PRO,13,1,25,Continued.
2882,PRO,14,1,35,Continued.
2883,PRO,15,1,33,Continued.
2884,PRO,16,1,33,Continued.
2885,PRO,17,1,28,Continued.
2886,PRO,18,1,24,Continued.
2887,PRO,19,1,29,Continued.
2888,PRO,20,1,30,Continued.
2889,PRO,21,1,31,Continued.
2890,PRO,22,1,29,Continued.
2891,PRO,23,1,35,Continued.
2892,PRO,24,1,34,Continued.
2893,PRO,25,1,7,"Observations about kings,"
2894,PRO,25,8,28,"and about avoiding causes of quarrels, and sundry causes thereof."
2895,PRO,26,1,12,Observations about fools;
2896,PRO,26,13,16,about sluggards;
2897,PRO,26,17,28,and about contentious busy-bodies.
2898,PRO,27,1,4,Observations of self love;
2899,PRO,27,5,10,of true love;
2900,PRO,27,11,22,of care to avoid offenses;
2901,PRO,27,23,27,and of the household care.
2902,PRO,28,1,28,General observations of impiety and religious integrity.
2903,PRO,29,1,14,"Observations of public government,"
2904,PRO,29,15,21,and of private.
2905,PRO,29,22,27,"Of anger, pride, thievery, cowardice, and corruption."
2906,PRO,30,1,6,Agur's confession of his faith.
2907,PRO,30,7,9,The two points of his prayer.
2908,PRO,30,10.,10,The meanest are not to be wronged.
2909,PRO,30,11,14,Four wicked generations.
2910,PRO,30,15,16,Four things insatiable.
2911,PRO,30,17.,17,Parents are not to be despised.
2912,PRO,30,18,20,Four things hard to be known.
2913,PRO,30,21,23,Four things intolerable.
2914,PRO,30,24,28,Four things exceeding wise.
2915,PRO,30,29,31,Four things stately.
2916,PRO,30,32,33,Wrath is to be prevented.
2917,PRO,31,1,5,Lemuel's lesson of chastity and temperance.
2918,PRO,31,6,9,The afflicted are to be comforted and defended.
2919,PRO,31,10,31,The praise and properties of a good wife.
2920,ECC,1,1,3,The preacher shews that all human courses are vain;
2921,ECC,1,4,8,"because the creatures are restless in their courses,"
2922,ECC,1,9,11,"they bring forth nothing new, and all old things are forgotten;"
2923,ECC,1,12,18,and because he has found it so in the studies of wisdom.
2924,ECC,2,1,11,The vanity of human courses in the works of pleasure.
2925,ECC,2,12,17,"Though the wise be better than the fool, yet both have one event."
2926,ECC,2,18,23,"The vanity of human labour, in leaving it they know not to whom."
2927,ECC,2,24,26,Nothing better than joy in our labour; but that is God's gift.
2928,ECC,3,1,10,"By the necessary change of times, vanity is added to human travail."
2929,ECC,3,11,15,There is an excellency in God's works.
2930,ECC,3,16,22,"But as for man, God shall judge his works hereafter, though here he be like a beast."
2931,ECC,4,1,3,Vanity is increased unto men by oppression;
2932,ECC,4,4.,4,by envy;
2933,ECC,4,5,6,by idleness;
2934,ECC,4,7,8,by covetousness;
2935,ECC,4,9,12,by solitariness;
2936,ECC,4,13,16,by wilfulness.
2937,ECC,5,1,7,Vanities in divine service;
2938,ECC,5,8.,8,in murmuring against oppression;
2939,ECC,5,9,17,and in riches.
2940,ECC,5,18,20,Joy in riches is the gift of God.
2941,ECC,6,1,2,The vanity of riches without use;
2942,ECC,6,3,6,though a man have many children and a long life.
2943,ECC,6,7,9,The vanity of sight and wandering desires.
2944,ECC,6,10,12,The conclusion of vanities.
2945,ECC,7,1.,1,"Remedies against vanity are, a good name;"
2946,ECC,7,2,6,mortification;
2947,ECC,7,7,10,patience;
2948,ECC,7,11,22,wisdom.
2949,ECC,7,23,29,The difficulty of wisdom.
2950,ECC,8,1.,1,True wisdom is modest.
2951,ECC,8,2,5,Kings are to be respected.
2952,ECC,8,6,11,Divine providence is to be observed.
2953,ECC,8,12,15,"It is better with the godly in adversity, than with the wicked in prosperity."
2954,ECC,8,16,17,The work of God is unsearchable.
2955,ECC,9,1,3,Like things happen to good and bad.
2956,ECC,9,4,6,There is a necessity of death unto men.
2957,ECC,9,7,10,Comfort is all their portion in this life.
2958,ECC,9,11,12,God's providence rules over all.
2959,ECC,9,13,18,Wisdom is better than strength.
2960,ECC,10,1,15,Observations of wisdom and folly;
2961,ECC,10,16,17,of riot;
2962,ECC,10,18.,18,slothfulness;
2963,ECC,10,19.,19,and money.
2964,ECC,10,20.,20,Men's thoughts of kings ought to be reverent.
2965,ECC,11,1,6,Directions for charity.
2966,ECC,11,7,8,"Death in life,"
